comments,description,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,url,views,talk_id
4553,Sir Ken Robinson makes an entertaining and profoundly moving case for creating an education system that nurtures (rather than undermines) creativity.,1164,TED2006,25-02-2006,60,Ken Robinson,Ken Robinson: Do schools kill creativity?,1,27-06-2006,Author/educator,Do schools kill creativity?,"https://www.ted.com/talks/ken_robinson_says_schools_kill_creativity
",47227110,0
265,"With the same humor and humanity he exuded in ""An Inconvenient Truth,"" Al Gore spells out 15 ways that individuals can address climate change immediately, from buying a hybrid to inventing a new, hotter brand name for global warming.",977,TED2006,25-02-2006,43,Al Gore,Al Gore: Averting the climate crisis,1,27-06-2006,Climate advocate,Averting the climate crisis,"https://www.ted.com/talks/al_gore_on_averting_climate_crisis
",3200520,1
124,"New York Times columnist David Pogue takes aim at technology’s worst interface-design offenders, and provides encouraging examples of products that get it right. To funny things up, he bursts into song.",1286,TED2006,24-02-2006,26,David Pogue,David Pogue: Simplicity sells,1,27-06-2006,Technology columnist,Simplicity sells,"https://www.ted.com/talks/david_pogue_says_simplicity_sells
",1636292,2
200,"In an emotionally charged talk, MacArthur-winning activist Majora Carter details her fight for environmental justice in the South Bronx -- and shows how minority neighborhoods suffer most from flawed urban policy.",1116,TED2006,26-02-2006,35,Majora Carter,Majora Carter: Greening the ghetto,1,27-06-2006,Activist for environmental justice,Greening the ghetto,"https://www.ted.com/talks/majora_carter_s_tale_of_urban_renewal
",1697550,3
593,"You've never seen data presented like this. With the drama and urgency of a sportscaster, statistics guru Hans Rosling debunks myths about the so-called ""developing world.""",1190,TED2006,22-02-2006,48,Hans Rosling,Hans Rosling: The best stats you've ever seen,1,28-06-2006,Global health expert; data visionary,The best stats you've ever seen,"https://www.ted.com/talks/hans_rosling_shows_the_best_stats_you_ve_ever_seen
",12005869,4
672,"Tony Robbins discusses the ""invisible forces"" that motivate everyone's actions -- and high-fives Al Gore in the front row.",1305,TED2006,02-02-2006,36,Tony Robbins,Tony Robbins: Why we do what we do,1,28-06-2006,Life coach; expert in leadership psychology,Why we do what we do,"https://www.ted.com/talks/tony_robbins_asks_why_we_do_what_we_do
",20685401,5
919,"When two young Mormon missionaries knock on Julia Sweeney's door one day, it touches off a quest to completely rethink her own beliefs, in this excerpt from Sweeney's solo show ""Letting Go of God.""  ",992,TED2006,24-02-2006,31,Julia Sweeney,Julia Sweeney: Letting go of God,1,10-07-2006,"Actor, comedian, playwright",Letting go of God,"https://www.ted.com/talks/julia_sweeney_on_letting_go_of_god
",3769987,6
46,"Architect Joshua Prince-Ramus takes the audience on dazzling, dizzying virtual tours of three recent projects: the Central Library in Seattle, the Museum Plaza in Louisville and the Charles Wyly Theater in Dallas.",1198,TED2006,23-02-2006,19,Joshua Prince-Ramus,Joshua Prince-Ramus: Behind the design of Seattle's library,1,10-07-2006,Architect,Behind the design of Seattle's library,"https://www.ted.com/talks/joshua_prince_ramus_on_seattle_s_library
",967741,7
852,"Philosopher Dan Dennett calls for religion -- all religion -- to be taught in schools, so we can understand its nature as a natural phenomenon. Then he takes on The Purpose-Driven Life, disputing its claim that, to be moral, one must deny evolution.",1485,TED2006,02-02-2006,32,Dan Dennett,Dan Dennett: Let's teach religion -- all religion -- in schools,1,18-07-2006,"Philosopher, cognitive scientist",Let's teach religion -- all religion -- in schools,"https://www.ted.com/talks/dan_dennett_s_response_to_rick_warren
",2567958,8
900,"Pastor Rick Warren, author of ""The Purpose-Driven Life,"" reflects on his own crisis of purpose in the wake of his book's wild success. He explains his belief that God's intention is for each of us to use our talents and influence to do good.",1262,TED2006,25-02-2006,31,Rick Warren,Rick Warren: A life of purpose,1,18-07-2006,"Pastor, author",A life of purpose,"https://www.ted.com/talks/rick_warren_on_a_life_of_purpose
",3095993,9
79,"Accepting his 2006 TED Prize, Cameron Sinclair demonstrates how passionate designers and architects can respond to world housing crises. He unveils his TED Prize wish for a network to improve global living standards through collaborative design.",1414,TED2006,26-02-2006,27,Cameron Sinclair,Cameron Sinclair: My wish: A call for open-source architecture,1,25-07-2006,"Co-founder, Architecture for Humanity",My wish: A call for open-source architecture,"https://www.ted.com/talks/cameron_sinclair_on_open_source_architecture
",1211416,10
55,Jehane Noujaim unveils her 2006 TED Prize wish: to bring the world together for one day a year through the power of film.,1538,TED2006,26-02-2006,20,Jehane Noujaim,Jehane Noujaim: My wish: A global day of film,1,25-07-2006,Filmmaker,My wish: A global day of film,"https://www.ted.com/talks/jehane_noujaim_inspires_a_global_day_of_film
",387877,11
71,"Accepting the 2006 TED Prize, Dr. Larry Brilliant talks about how smallpox was eradicated from the planet, and calls for a new global system that can identify and contain pandemics before they spread.",1550,TED2006,23-02-2006,24,Larry Brilliant,Larry Brilliant: My wish: Help me stop pandemics,1,25-07-2006,"Epidemiologist, philanthropist",My wish: Help me stop pandemics,"https://www.ted.com/talks/larry_brilliant_wants_to_stop_pandemics
",693341,12
242,"Jeff Han shows off a cheap, scalable multi-touch and pressure-sensitive computer screen interface that may spell the end of point-and-click.",527,TED2006,06-02-2006,27,Jeff Han,Jeff Han: The radical promise of the multi-touch interface,1,01-08-2006,Human-computer interface designer,The radical promise of the multi-touch interface,"https://www.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen
",4531020,13
99,"Nicholas Negroponte, founder of the MIT Media Laboratory, describes how the One Laptop Per Child project will build and distribute the ""$100 laptop.""",1057,TED2006,23-02-2006,25,Nicholas Negroponte,Nicholas Negroponte: One Laptop per Child,1,01-08-2006,Tech visionary,One Laptop per Child,"https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child
",358304,14
325,"Violinist Sirena Huang gives a technically brilliant and emotionally nuanced performance. In a charming interlude, the 11-year-old praises the timeless design of her instrument.",1481,TED2006,23-02-2006,31,Sirena Huang,Sirena Huang: An 11-year-old's magical violin,1,08-08-2006,Violinist,An 11-year-old's magical violin,"https://www.ted.com/talks/sirena_huang_dazzles_on_violin
",2702470,15
305,"Pianist and composer Jennifer Lin gives a magical performance, talks about the process of creativity and improvises a moving solo piece based on a random sequence of notes.",1445,TED2004,26-02-2004,32,Jennifer Lin,"Jennifer Lin: Improvising on piano, aged 14",1,08-08-2006,"Pianist, composer","Improvising on piano, aged 14","https://www.ted.com/talks/jennifer_lin_improvs_piano_magic
",1628912,16
88,Fumes from indoor cooking fires kill more than 2 million children a year in the developing world. MIT engineer Amy Smith details an exciting but simple solution: a tool for turning farm waste into clean-burning charcoal.,906,TED2006,24-02-2006,27,Amy Smith,Amy Smith: Simple designs to save a life,1,15-08-2006,"inventor, engineer",Simple designs to save a life,"https://www.ted.com/talks/amy_smith_shares_simple_lifesaving_design
",1415724,17
163,"Designer Ross Lovegrove expounds his philosophy of ""fat-free"" design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair.",1170,TED2005,25-02-2005,22,Ross Lovegrove,"Ross Lovegrove: Organic design, inspired by nature",1,15-08-2006,Industrial designer,"Organic design, inspired by nature","https://www.ted.com/talks/ross_lovegrove_shares_organic_designs
",1074081,18
84,"Jimmy Wales recalls how he assembled ""a ragtag band of volunteers,"" gave them tools for collaborating and created Wikipedia, the self-organizing, self-correcting, never-finished online encyclopedia.",1201,TEDGlobal 2005,14-07-2005,32,Jimmy Wales,Jimmy Wales: The birth of Wikipedia,1,21-08-2006,Founder of Wikipedia,The birth of Wikipedia,"https://www.ted.com/talks/jimmy_wales_on_the_birth_of_wikipedia
",1106561,19
108,"In 2006, open-learning visionary Richard Baraniuk explains the vision behind Connexions (now called OpenStax), an open-source, online education system. It cuts out the textbook, allowing teachers to share and modify course materials freely, anywhere in the world.",1114,TED2006,23-02-2006,27,Richard Baraniuk,Richard Baraniuk: The birth of the open-source learning revolution,1,21-08-2006,Education visionary,The birth of the open-source learning revolution,"https://www.ted.com/talks/richard_baraniuk_on_open_source_learning
",966439,20
185,"Performer and web toymaker Ze Frank delivers a hilarious nerdcore standup routine, then tells us what he's seriously passionate about: helping people create and interact using simple, addictive web tools.",1136,TED2004,24-02-2004,26,Ze Frank,Ze Frank: Nerdcore comedy,1,25-08-2006,"Humorist, web artist",Nerdcore comedy,"https://www.ted.com/talks/ze_frank_s_nerdcore_comedy
",6141440,21
50,"The founding mother of the blog revolution, Movable Type's Mena Trott, talks about the early days of blogging, when she realized that giving regular people the power to share our lives online is the key to building a friendlier, more connected world.",1006,TED2006,23-02-2006,20,Mena Trott,Mena Trott: Meet the founder of the blog revolution,1,25-08-2006,"Blogger; cofounder, Six Apart",Meet the founder of the blog revolution,"https://www.ted.com/talks/mena_trott_tours_her_blog_world
",518624,22
556,"Anthropologist Helen Fisher takes on a tricky topic – love – and explains its evolution, its biochemical foundations and its social importance. She closes with a warning about the potential disaster inherent in antidepressant abuse.",1407,TED2006,24-02-2006,33,Helen Fisher,"Helen Fisher: Why we love, why we cheat",1,06-09-2006,"Anthropologist, expert on love","Why we love, why we cheat","https://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat
",9260764,23
117,"Eve Ensler, creator of ""The Vagina Monologues,"" shares how a discussion about menopause with her friends led to talking about all sorts of sexual acts onstage, waging a global campaign to end violence toward women and finding her own happiness.",1225,TED2004,04-02-2004,23,Eve Ensler,Eve Ensler: Happiness in body and soul,1,06-09-2006,"Playwright, activist",Happiness in body and soul,"https://www.ted.com/talks/eve_ensler_on_happiness_in_body_and_soul
",1131864,24
184,"Legendary scientist David Deutsch puts theoretical physics on the back burner to discuss a more urgent matter: the survival of our species. The first step toward solving global warming, he says, is to admit that we have a problem.",1140,TEDGlobal 2005,14-07-2005,29,David Deutsch,David Deutsch: Chemical scum that dream of distant quasars,1,12-09-2006,Quantum physicist,Chemical scum that dream of distant quasars,"https://www.ted.com/talks/david_deutsch_on_our_place_in_the_cosmos
",1096862,25
507,"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe.",1316,TEDGlobal 2005,07-07-2005,36,Richard Dawkins,Richard Dawkins: Why the universe seems so strange,1,12-09-2006,Evolutionary biologist,Why the universe seems so strange,"https://www.ted.com/talks/richard_dawkins_on_our_queer_universe
",2885999,26
95,"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.",1275,TED2004,27-02-2004,25,Steven Levitt,Steven Levitt: The freakonomics of crack dealing,1,19-09-2006,Economist,The freakonomics of crack dealing,"https://www.ted.com/talks/steven_levitt_analyzes_crack_economics
",2863214,27
355,"""Tipping Point"" author Malcolm Gladwell gets inside the food industry's pursuit of the perfect spaghetti sauce -- and makes a larger argument about the nature of choice and happiness.",1050,TED2004,26-02-2004,37,Malcolm Gladwell,"Malcolm Gladwell: Choice, happiness and spaghetti sauce",1,19-09-2006,Writer,"Choice, happiness and spaghetti sauce","https://www.ted.com/talks/malcolm_gladwell_on_spaghetti_sauce
",7023562,28
970,"Dan Gilbert, author of ""Stumbling on Happiness,"" challenges the idea that we’ll be miserable if we don’t get what we want. Our ""psychological immune system"" lets us feel truly happy even when things don’t go as planned.",1276,TED2004,02-02-2004,43,Dan Gilbert,Dan Gilbert: The surprising science of happiness,1,26-09-2006,Psychologist; happiness expert,The surprising science of happiness,"https://www.ted.com/talks/dan_gilbert_asks_why_are_we_happy
",14689301,29
991,"Psychologist Barry Schwartz takes aim at a central tenet of western societies: freedom of choice. In Schwartz's estimation, choice has made us not freer but more paralyzed, not happier but more dissatisfied.",1177,TEDGlobal 2005,15-07-2005,45,Barry Schwartz,Barry Schwartz: The paradox of choice,1,26-09-2006,Psychologist,The paradox of choice,"https://www.ted.com/talks/barry_schwartz_on_the_paradox_of_choice
",10000702,30
213,Eva Vertes -- only 19 when she gave this talk -- discusses her journey toward studying medicine and her drive to understand the roots of cancer and Alzheimer’s.,1129,TED2005,26-02-2005,26,Eva Vertes,Eva Vertes: Meet the future of cancer research,1,02-10-2006,Neuroscience and cancer researcher,Meet the future of cancer research,"https://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine
",1030267,31
612,"Cambridge researcher Aubrey de Grey argues that aging is merely a disease -- and a curable one at that. Humans age in seven basic ways, he says, all of which can be averted.",1365,TEDGlobal 2005,14-07-2005,29,Aubrey de Grey,Aubrey de Grey: A roadmap to end aging,1,02-10-2006,Crusader against aging,A roadmap to end aging,"https://www.ted.com/talks/aubrey_de_grey_says_we_can_avoid_aging
",3277740,32
74,"Iqbal Quadir tells how his experiences as a kid in poor Bangladesh, and later as a banker in New York, led him to start a mobile phone operator connecting 80 million rural Bangladeshi -- and to become a champion of bottom-up development.",952,TEDGlobal 2005,13-07-2005,21,Iqbal Quadir,Iqbal Quadir: How mobile phones can fight poverty,1,10-10-2006,"Founder, GrameenPhone",How mobile phones can fight poverty,"https://www.ted.com/talks/iqbal_quadir_says_mobiles_fight_poverty
",503517,33
58,"Jacqueline Novogratz applauds the world's heightened interest in Africa and poverty, but argues persuasively for a new approach.",773,TEDGlobal 2005,01-07-2005,26,Jacqueline Novogratz,Jacqueline Novogratz: Invest in Africa's own solutions,1,10-10-2006,Investor and advocate for moral leadership,Invest in Africa's own solutions,"https://www.ted.com/talks/jacqueline_novogratz_invests_in_ending_poverty
",705389,34
43,"A free press -- papers, magazines, radio, TV, blogs -- is the backbone of any true democracy (and a vital watchdog on business). Sasa Vucinic, a journalist from Belgrade, talks about his new fund, which supports media by selling ""free press bonds.""",1080,TEDGlobal 2005,14-07-2005,21,Sasa Vucinic,Sasa Vucinic: Why we should invest in a free press,1,18-10-2006,Nonprofit venture capitalist,Why we should invest in a free press,"https://www.ted.com/talks/sasa_vucinic_invests_in_free_press
",580891,35
67,"Ashraf Ghani's passionate and powerful 10-minute talk, emphasizing the necessity of both economic investment and design ingenuity to rebuild broken states, is followed by a conversation with TED curator Chris Anderson on the future of Afghanistan.",1125,TEDGlobal 2005,12-07-2005,24,Ashraf Ghani,Ashraf Ghani: How to rebuild a broken state,1,18-10-2006,President-elect of Afghanistan,How to rebuild a broken state,"https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
",809226,36
186,"In this passionate talk, legendary spacecraft designer Burt Rutan lambasts the US government-funded space program for stagnating and asks entrepreneurs to pick up where NASA has left off.",1177,TED2006,24-02-2006,28,Burt Rutan,Burt Rutan: The real future of space exploration,1,25-10-2006,Aircraft engineer,The real future of space exploration,"https://www.ted.com/talks/burt_rutan_sees_the_future_of_space
",2028451,37
57,"Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video.",1083,TED2005,24-02-2005,26,Ben Saunders,Ben Saunders: Why did I ski to the North Pole?,1,25-10-2006,Arctic explorer,Why did I ski to the North Pole?,"https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
",745231,38
112,"Musician and activist Bono accepts the 2005 TED Prize with a riveting talk, arguing that aid to Africa isn't just another celebrity cause; it's a global emergency.",1672,TED2005,24-02-2005,24,Bono,Bono: My wish: Three actions for Africa,1,31-10-2006,"Musician, activist",My wish: Three actions for Africa,"https://www.ted.com/talks/bono_s_call_to_action_for_africa
",718649,39
58,"Accepting his 2005 TED Prize, photographer Edward Burtynsky makes a wish: that his images -- stunning landscapes that document humanity's impact on the world -- help persuade millions to join a global conversation on sustainability.",2065,TED2005,17-02-2005,22,Edward Burtynsky,Edward Burtynsky: My wish: Manufactured landscapes and green education,1,31-10-2006,Photographer,My wish: Manufactured landscapes and green education,"https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes
",975107,40
33,"Accepting his 2005 TED Prize, inventor Robert Fischell makes three wishes: redesigning a portable device that treats migraines, finding new cures for clinical depression and reforming the medical malpractice system.",1609,TED2005,24-02-2005,20,Robert Fischell,Robert Fischell: My wish: Three unusual medical inventions,1,31-10-2006,Biomedical inventor,My wish: Three unusual medical inventions,"https://www.ted.com/talks/robert_fischell_on_medical_inventing
",382996,41
105,Oxford mathematician Peter Donnelly reveals the common mistakes humans make in interpreting statistics -- and the devastating impact these errors can have on the outcome of criminal trials.,1280,TEDGlobal 2005,14-07-2005,20,Peter Donnelly,Peter Donnelly: How juries are fooled by statistics,1,08-11-2006,Mathematician; statistician,How juries are fooled by statistics,"https://www.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries
",1053758,42
494,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",805,TED2006,23-02-2006,41,Michael Shermer,Michael Shermer: Why people believe weird things,1,08-11-2006,Skeptic,Why people believe weird things,"https://www.ted.com/talks/michael_shermer_on_believing_strange_things
",5364639,43
233,"Inventor, entrepreneur and visionary Ray Kurzweil explains in abundant, grounded detail why, by the 2020s, we will have reverse-engineered the human brain and nanobots will be operating your consciousness.",1376,TED2005,24-02-2005,22,Ray Kurzweil,Ray Kurzweil: The accelerating power of technology,1,14-11-2006,"Inventor, futurist",The accelerating power of technology,"https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us
",2434344,44
149,"Tech enthusiast Kevin Kelly asks ""What does technology want?"" and discovers that its movement toward ubiquity and complexity is much like the evolution of life.",1200,TED2005,24-02-2005,26,Kevin Kelly,Kevin Kelly: How technology evolves,1,14-11-2006,Digital visionary,How technology evolves,"https://www.ted.com/talks/kevin_kelly_on_how_technology_evolves
",1536873,45
52,Musician and activist Peter Gabriel shares his very personal motivation for standing up for human rights with the watchdog group WITNESS -- and tells stories of citizen journalists in action.,848,TED2006,23-02-2006,24,Peter Gabriel,Peter Gabriel: Fight injustice with raw video,1,06-12-2006,"Musician, activist",Fight injustice with raw video,"https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video
",904215,46
578,Why do people succeed? Is it because they're smart? Or are they just lucky? Neither. Analyst Richard St. John condenses years of interviews into an unmissable 3-minute slideshow on the real secrets of success.,210,TED2005,23-02-2005,66,Richard St. John,Richard St. John: 8 secrets of success,1,14-12-2006,"Marketer, success analyst",8 secrets of success,"https://www.ted.com/talks/richard_st_john_s_8_secrets_of_success
",10841210,47
95,"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.",247,TEDSalon 2006,30-11-2006,34,Rives,Rives: If I controlled the Internet,1,14-12-2006,"Performance poet, multimedia artist",If I controlled the Internet,"https://www.ted.com/talks/rives_controls_the_internet
",1813665,48
199,Forget the latest disease in the news: Cardiovascular disease kills more people than everything else combined -- and it’s mostly preventable. Dr. Dean Ornish explains how changing our eating habits can save lives.,198,TED2006,23-02-2006,48,Dean Ornish,Dean Ornish: The killer American diet that's sweeping the planet,1,14-12-2006,"Physician, author",The killer American diet that's sweeping the planet,"https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
",2299265,49
85,"Robert Neuwirth, author of ""Shadow Cities,"" finds the world's squatter sites -- where a billion people now make their homes -- to be thriving centers of ingenuity and innovation. He takes us on a tour.",843,TEDGlobal 2005,14-07-2005,22,Robert Neuwirth,Robert Neuwirth: The hidden world of shadow cities,1,02-01-2007,Author,The hidden world of shadow cities,"https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities
",673036,50
499,"Given $50 billion to spend, which would you solve first, AIDS or global warming? Danish political scientist Bjorn Lomborg comes up with surprising answers.",1001,TED2005,02-02-2005,32,Bjorn Lomborg,Bjorn Lomborg: Global priorities bigger than climate change,1,02-01-2007,Global prioritizer,Global priorities bigger than climate change,"https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities
",1391142,51
371,"With stunning photos and stories, National Geographic Explorer Wade Davis celebrates the extraordinary diversity of the world's indigenous cultures, which are disappearing from the planet at an alarming rate.",1321,TED2003,03-02-2003,36,Wade Davis,Wade Davis: Dreams from endangered cultures,1,09-01-2007,"Anthropologist, ethnobotanist",Dreams from endangered cultures,"https://www.ted.com/talks/wade_davis_on_endangered_cultures
",2532851,52
59,"Photographer Phil Borges shows rarely seen images of people from the mountains of Dharamsala, India, and the jungles of the Ecuadorean Amazon. In documenting these endangered cultures, he intends to help preserve them.",1115,TED2006,23-02-2006,29,Phil Borges,Phil Borges: Photos of endangered cultures,1,09-01-2007,Photographer,Photos of endangered cultures,"https://www.ted.com/talks/phil_borges_on_endangered_cultures
",882034,53
203,"Speaking as both an astronomer and ""a concerned member of the human race,"" Sir Martin Rees examines our planet and its future from a cosmic perspective. He urges action to prevent dark consequences from our scientific and technological development.",1046,TEDGlobal 2005,14-07-2005,29,Martin Rees,Martin Rees: Is this our final century?,1,17-01-2007,Astrophysicist,Is this our final century?,"https://www.ted.com/talks/martin_rees_asks_is_this_our_final_century
",2121177,54
130,"Author Robert Wright explains ""non-zero-sumness"" -- the network of linked fortunes and cooperation that has guided our evolution to this point -- and how we can use it to help save humanity today.",1151,TED2006,02-02-2006,23,Robert Wright,Robert Wright: Progress is not a zero-sum game,1,17-01-2007,"Journalist, philosopher",Progress is not a zero-sum game,"https://www.ted.com/talks/robert_wright_on_optimism
",1090180,55
47,"Author Steven Johnson takes us on a 10-minute tour of <i>The Ghost Map</i>, his book about a cholera outbreak in 1854 London and the impact it had on science, cities and modern society.",603,TEDSalon 2006,30-11-2006,29,Steven Johnson,"Steven Johnson: How the ""ghost map"" helped end a killer disease",1,31-01-2007,Writer,"How the ""ghost map"" helped end a killer disease","https://www.ted.com/talks/steven_johnson_tours_the_ghost_map
",684519,56
91,"In this deceptively casual talk, Charles Leadbeater weaves a tight argument  that innovation isn't just for professionals anymore. Passionate amateurs, using new tools, are creating products and paradigms that companies can't.",1141,TEDGlobal 2005,14-07-2005,24,Charles Leadbeater,Charles Leadbeater: The era of open innovation,1,31-01-2007,Innovation consultant,The era of open innovation,"https://www.ted.com/talks/charles_leadbeater_on_innovation
",1409327,57
222,"Two Pilobolus dancers perform ""Symbiosis."" Does it trace the birth of a relationship? Or the co-evolution of symbiotic species? Music: ""God Music,"" George Crumb; ""Fratres,"" Arvo Part; ""Morango...Almost a Tango,"" Thomas Oboe Lee.",825,TED2005,25-02-2005,0,Pilobolus,"Pilobolus: A dance of ""Symbiosis""",1,09-02-2007,Dance company,"A dance of ""Symbiosis""","https://www.ted.com/talks/pilobolus_perform_symbiosis
",3051507,58
111,"Writer and actor Anna Deavere Smith gives life to author Studs Terkel, convict Paulette Jenkins, a Korean shopkeeper and a bull rider, excerpts from her solo show ""On the Road: A Search for American Character.""",1385,TED2005,25-02-2005,19,Anna Deavere Smith,Anna Deavere Smith: Four American characters,1,09-02-2007,"Actor, playwright, social critic",Four American characters,"https://www.ted.com/talks/anna_deavere_smith_s_american_character
",978825,59
28,"Inventor and MacArthur fellow Saul Griffith shares some innovative ideas from his lab -- from ""smart rope"" to a house-sized kite for towing large loads.",869,TED2006,23-02-2006,18,Saul Griffith,Saul Griffith: Everyday inventions,1,19-02-2007,Inventor,Everyday inventions,"https://www.ted.com/talks/saul_griffith_on_everyday_inventions
",442553,60
64,MIT professor Neil Gershenfeld talks about his Fab Lab -- a low-cost lab that lets people build things they need using digital and analog tools. It's a simple idea with powerful results.,1038,TED2006,02-02-2006,17,Neil Gershenfeld,Neil Gershenfeld: Unleash your creativity in a Fab Lab,1,19-02-2007,"Physicist, personal fab pioneer",Unleash your creativity in a Fab Lab,"https://www.ted.com/talks/neil_gershenfeld_on_fab_labs
",691814,61
226,"Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives.",1155,TEDGlobal 2005,07-07-2005,30,Carl Honoré,Carl Honoré: In praise of slowness,1,28-02-2007,Journalist,In praise of slowness,"https://www.ted.com/talks/carl_honore_praises_slowness
",2441805,62
97,"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world.",1447,TED2007,08-03-2007,26,Bill Clinton,Bill Clinton: My wish: Rebuilding Rwanda,1,03-04-2007,Activist,My wish: Rebuilding Rwanda,"https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda
",849859,63
89,"As E.O. Wilson accepts his 2007 TED Prize, he makes a plea on behalf of all creatures that we learn more about our biosphere -- and build a networked encyclopedia of all the world's knowledge about life.",1355,TED2007,08-03-2007,26,E.O. Wilson,E.O. Wilson: My wish: Build the Encyclopedia of Life,1,03-04-2007,Biologist,My wish: Build the Encyclopedia of Life,"https://www.ted.com/talks/e_o_wilson_on_saving_life_on_earth
",1335732,64
107,"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era.",1316,TED2007,08-03-2007,23,James Nachtwey,James Nachtwey: My wish: Let my photographs bear witness,1,03-04-2007,Photojournalist,My wish: Let my photographs bear witness,"https://www.ted.com/talks/james_nachtwey_s_searing_pictures_of_war
",1262674,65
161,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",1645,TED2002,01-03-2002,31,Jane Goodall,Jane Goodall: What separates us from chimpanzees?,1,05-04-2007,Primatologist; environmentalist,What separates us from chimpanzees?,"https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
",1663001,66
220,"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.",1021,TED2003,27-02-2003,31,Seth Godin,Seth Godin: How to get your ideas to spread,1,05-04-2007,Marketer and author,How to get your ideas to spread,"https://www.ted.com/talks/seth_godin_on_sliced_bread
",5570544,67
114,"Nobel laureate James Watson opens TED2005 with the frank and funny story of how he and his research partner, Francis Crick, discovered the structure of DNA.",1211,TED2005,02-02-2005,28,James Watson,James Watson: How we discovered DNA,1,05-04-2007,"Biologist, Nobel laureate",How we discovered DNA,"https://www.ted.com/talks/james_watson_on_how_he_discovered_dna
",1520908,68
88,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.",873,TED2004,26-02-2004,31,Al Seckel,Al Seckel: Visual illusions that show how we (mis)think,1,05-04-2007,Master of visual illusions,Visual illusions that show how we (mis)think,"https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired
",2138907,69
130,Inventor Dean Kamen lays out his argument for the Segway and offers a peek into his next big ideas (portable energy and water purification for developing countries).,1207,TED2002,02-02-2002,18,Dean Kamen,Dean Kamen: To invent is to give,1,05-04-2007,Inventor,To invent is to give,"https://www.ted.com/talks/dean_kamen_on_inventing_and_giving
",680134,70
49,"Scientific discoveries, futurist Juan Enriquez notes, demand a shift in code, and our ability to thrive depends on our mastery of that code. Here, he applies this notion to the field of genomics.",1340,TED2003,02-02-2003,20,Juan Enriquez,Juan Enriquez: The life code that will reshape the future,1,05-04-2007,Futurist,The life code that will reshape the future,"https://www.ted.com/talks/juan_enriquez_on_genomics_and_our_future
",690928,71
86,Graphic designer Stefan Sagmeister takes the audience on a whimsical journey through moments of his life that made him happy -- and notes how many of these moments have to do with good design.,930,TED2004,02-02-2004,26,Stefan Sagmeister,Stefan Sagmeister: Happiness by design,1,05-04-2007,Graphic designer,Happiness by design,"https://www.ted.com/talks/stefan_sagmeister_shares_happy_design
",1762302,72
107,"Worldchanging.com founder Alex Steffen argues that reducing humanity’s ecological footprint is incredibly vital now, as the western consumer lifestyle spreads to developing countries.",1054,TEDGlobal 2005,07-07-2005,32,Alex Steffen,Alex Steffen: The route to a sustainable future,1,05-04-2007,Planetary futurist,The route to a sustainable future,"https://www.ted.com/talks/alex_steffen_sees_a_sustainable_future
",1392010,73
